;AP;num_employees;num_firms
1841;4106902999041;6302.0;1004
1842;4106902999042;7707.0;535
1843;4106902999043;5373.0;704
1844;4106902999044;2562.0;630
1845;4106902999045;45.0;6
1846;4106902999046;499.0;61
1847;4106902999047;2659.5;560
1848;4106902999048;8402.0;1243
1849;4106902999049;3311.0;658
1850;4106902999050;2282.0;427
1851;4106902999051;898.0;195
1852;4106902999052;333.0;86
1853;4106902999053;198.0;32
1854;4106902999054;13309.0;213
1855;4106902999055;4838.5;288
1856;4106902999056;2489.0;302
1857;4106902999057;1605.0;353
1858;4106902999058;8610.0;409
1859;4106902999059;2489.0;114
1860;4107652001001;3753.0;553
1861;4111258001001;316.0;74
1862;4119152001001;2418.0;258
1863;4119152001002;327.0;96
1864;4119152001003;6284.0;614
1865;4119152001004;716.0;128
1866;4119152001005;5087.0;590
1867;4119152001006;243.0;71
1868;4119509001001;1284.0;208
1869;4119509001002;569.0;99
1870;4120804001001;1796.0;179
1871;4122206001001;1907.0;187
1872;4125506001001;1220.0;107
1873;4125506001002;3587.5;291
1874;4125506001003;1406.0;174
1875;4125506001004;9989.5;747
1876;4125506001005;7312.0;805
1877;4125506001006;5260.0;793
1878;4125506001007;17.0;3
1879;4125506001008;6245.0;294
1880;4300604001001;1760.0;337
1881;4300604001002;383.0;72
1882;4300604001003;599.0;123
1883;4300604001004;246.0;59
1884;4300604001005;98.0;48
1885;4300604001006;429.0;96
1886;4300604001007;143.0;51
1887;4300604001008;1009.0;182
1888;4300604501001;616.0;64
1889;4300877001001;209.0;40
1890;4303103001001;368.0;125
1891;4303103001002;305.0;113
1892;4303103001003;349.0;90
1893;4303103001004;2405.5;510
1894;4303103001005;1541.0;284
1895;4303103001006;8042.0;339
1896;4303103001007;2379.0;375
1897;4303905001001;15099.0;1015
1898;4304606001001;813.0;154
1899;4304606001002;2234.0;212
1900;4304606001003;569.0;120
1901;4304606001004;496.0;51
1902;4304606001005;172.0;22
1903;4304606001006;181.0;59
1904;4304606001007;176.0;63
1905;4304606001008;535.0;93
1906;4304606001009;2371.0;310
1907;4304606001010;10997.0;770
1908;4304606001011;2539.0;468
1909;4304606001012;1858.0;324
1910;4304606001013;2319.0;385
1911;4304606001014;7717.0;357
1912;4304606001015;8657.5;1108
1913;4304689001001;253.5;64
1914;4306403001001;9678.5;469
1915;4306767001001;1313.5;126
1916;4307609001001;8289.0;676
1917;4307708001001;1944.0;124
1918;4307708001002;623.0;126
1919;4307708001003;4247.5;718
1920;4307708001004;3452.0;321
1921;4309209001001;6150.0;138
1922;4309209001002;650.0;165
1923;4309209001003;1551.5;303
1924;4309209001004;826.0;149
1925;4309209001005;2011.0;267
1926;4309209001006;305.0;74
1927;4309209001007;700.0;160
1928;4309209001008;3594.0;621
1929;4309209001009;2729.5;183
1930;4309209001010;4562.0;125
1931;4309209501001;1364.0;117
1932;4309308001001;2060.0;303
1933;4309308001002;450.0;50
1934;4309308001003;3231.5;492
1935;4310801001001;4516.5;362
1936;4313375001001;1185.0;160
1937;4313409001001;2245.0;177
1938;4313409001002;3500.0;220
1939;4313409001003;2750.0;285
1940;4313409001004;3081.0;243
1941;4313409001005;14839.0;1829
1942;4313409001006;605.0;72
1943;4313409001007;1525.0;150
1944;4313409001008;9654.0;734
1945;4313409001009;180.0;32
1946;4313409001010;879.0;186
1947;4313409001011;3815.5;400
1948;4313409001012;7576.0;1113
1949;4313409001013;4968.0;558
1950;4313409001014;3666.0;439
1951;4313409001015;703.0;122
1952;4314803001001;5223.5;411
1953;4314902999001;1479.0;108
1954;4314902999002;569.0;143
1955;4314902999003;748.0;186
1956;4314902999004;2243.0;237
1957;4314902999005;56666.0;6249
1958;4314902999006;3154.0;809
1959;4314902999007;3369.0;452
1960;4314902999008;9016.0;600
1961;4314902999009;14044.5;1943
1962;4314902999010;6961.0;971
1963;4314902999011;9373.0;534
1964;4314902999012;612.0;139
1965;4314902999013;5362.0;876
1966;4314902999014;4069.5;728
1967;4314902999015;1115.0;219
1968;4314902999016;7301.0;1855
1969;4314902999017;906.0;246
1970;4314902999018;3903.0;691
1971;4314902999019;12402.0;1056
1972;4314902999020;1442.0;242
1973;4314902999021;13050.5;1142
1974;4314902999022;642.0;144
1975;4314902999023;11915.0;1303
1976;4314902999024;2419.5;203
1977;4314902999025;911.0;165
1978;4314902999026;834.0;156
1979;4314902999027;854.0;91
1980;4314902999028;609.0;144
1981;4314902999029;9938.5;749
1982;4314902999030;19545.0;2390
1983;4314902999031;7461.0;892
1984;4314902999032;3622.0;633
1985;4314902999033;5884.0;969
1986;4314902999034;1392.0;268
1987;4314902999035;851.0;165
1988;4314902999036;3345.0;364
1989;4314902999037;5521.0;525
1990;4314902999038;3044.0;448
1991;4314902999039;1957.0;314
1992;4314902999040;851.0;147
1993;4314902999041;2400.0;541
1994;4314902999042;2503.0;473
1995;4314902999043;301.0;57
1996;4314902999044;24395.0;2502
1997;4314902999045;4415.0;852
1998;4314902999046;13146.0;3313
1999;4314902999047;7020.0;1459
2000;4314902999048;4095.0;772
2001;4314902999049;6806.5;851
2002;4318705001001;1447.0;162
2003;4318705001002;5532.0;654
2004;4318705001003;190.0;48
2005;4318705001004;509.0;119
2006;4318705001005;3661.0;178
2007;4318705001006;672.0;107
2008;4318705001007;1818.0;168
2009;4318705001008;2346.0;163
2010;4318705001009;9906.0;735
2011;4318705001010;5735.5;1083
2012;4319901001001;7963.5;544
2013;4319901001002;2459.0;156
2014;4319901001003;1852.0;184
2015;4319901001004;8072.0;420
2016;4320008001001;617.0;123
2017;4320008001002;2005.0;181
2018;4320008001003;802.0;172
2019;4320008001004;417.0;85
2020;4320008001005;3320.0;88
2021;4320008001006;4813.5;559
2022;4323002001001;974.0;157
2023;4323002001002;705.5;167
2024;4323002001003;185.0;49
2025;4323002001004;361.0;76
2026;4323002001005;1991.5;374
2027;4323002001006;2389.0;233
2028;4323002001007;280.5;52
2029;4323002001008;266.0;99
2030;4323002001009;533.0;77
2031;4323002001010;500.0;89
2032;4323002001011;223.0;18
2033;5200050001001;142.0;29
2034;5200258001001;60.0;13
2035;5200258001002;301.0;88
2036;5200258001003;113.0;30
2037;5201405999001;1031.0;176
2038;5201405999002;1363.0;190
2039;5201405999003;559.0;58
2040;5201405999004;1019.0;140
2041;5201405999005;1869.0;131
2042;5201405999006;3084.0;506
2043;5201405999007;2177.0;214
2044;5201405999008;850.0;110
2045;5201405999009;217.0;50
2046;5201405999010;5188.0;399
2047;5201405999011;1181.0;75
2048;5201405999012;414.0;95
2049;5201405999013;1726.0;247
2050;5201405999014;697.0;91
2051;5201405999015;1131.0;200
2052;5205497001001;233.0;31
2053;5208004001001;583.0;149
2054;5208004001002;860.0;218
2055;5208004001003;1490.0;439
2056;5208004001004;223.0;67
2057;5208707999001;18308.5;1989
2058;5208707999002;17366.0;2695
2059;5208707999003;11672.0;1788
2060;5208707999004;7466.5;959
2061;5208707999005;3005.0;449
2062;5208707999006;4428.0;630
2063;5208707999007;10690.0;554
2064;5208707999008;6476.0;521
2065;5208707999009;2399.0;417
2066;5208707999010;4632.0;635
2067;5208707999011;13732.0;1511
2068;5208707999012;3541.0;670
2069;5208707999013;5794.0;295
2070;5208707999014;4245.0;819
2071;5208707999015;1105.0;241
2072;5208707999016;10715.5;1378
2073;5208707999017;19039.0;3685
2074;5208707999018;4522.0;434
2075;5208707999019;10872.5;1820
2076;5208707999020;1445.0;264
2077;5208707999021;5405.5;303
2078;5208707999022;8349.5;819
2079;5208707999023;2787.0;246
2080;5208707999024;574.0;54
2081;5208707999025;1884.0;277
2082;5208707999026;1664.0;191
2083;5208707999027;2114.0;208
2084;5208707999028;150.0;46
2085;5208707999029;2735.0;458
2086;5208707999030;1285.0;233
2087;5208707999031;626.0;168
2088;5208707999032;564.0;155
2089;5208707999033;6014.0;703
2090;5208707999034;478.0;101
2091;5208707999035;5533.0;756
2092;5208707999036;11943.0;223
2093;5208707999037;59.0;12
2094;5208707999038;4502.5;804
2095;5208707999039;1399.0;248
2096;5208806001001;2010.0;321
2097;5212501001001;222.0;48
2098;5212501001002;189.0;42
2099;5212501001003;380.0;83
2100;5212501001004;737.0;123
2101;5212501001005;892.0;125
2102;5212501001006;5173.0;765
2103;5212501001007;591.0;90
2104;5214507001001;852.0;278
2105;5215231001001;802.5;196
2106;5215603001001;764.0;86
2107;5217609001001;1215.0;321
2108;5219753001001;663.0;181
2109;5220454001001;1825.5;245
2110;5221403001001;1323.0;164
2111;5221403001002;1032.0;128
2112;5221403001003;948.0;115
2113;5221403001004;757.0;78
2114;5221858001001;191.0;58
2115;5221858001002;2394.0;405
2116;5221858001003;786.0;153
2117;5221858001004;51.0;11
2118;5221858001005;19.0;10
2119;5300108999001;24721.0;2405
2120;5300108999002;14279.0;1074
2121;5300108999003;3069.0;480
2122;5300108999004;1398.0;405
2123;5300108999005;10852.0;1304
2124;5300108999006;36715.5;3577
2125;5300108999007;3231.0;495
2126;5300108999008;1799.0;277
2127;5300108999009;1661.0;329
2128;5300108999010;4175.0;461
2129;5300108999011;35698.0;2676
2130;5300108999012;11494.0;536
2131;5300108999013;1807.0;227
2132;5300108999014;572.0;67
2133;5300108999015;243.0;63
2134;5300108999016;194.0;40
2135;5300108999017;431.0;109
2136;5300108999018;1556.0;280
2137;5300108999019;2504.0;240
2138;5300108999020;4988.0;513
2139;5300108999021;2952.0;287
2140;5300108999022;1914.0;311
2141;5300108999023;394.0;99
2142;5300108999024;232.0;40
2143;5300108999025;510.0;57
2144;5300108999026;773.0;106
2145;5300108999027;555.0;130
2146;5300108999028;2855.0;529
2147;5300108999029;4212.0;672
2148;5300108999030;4109.0;724
2149;5300108999031;8123.0;1239
2150;5300108999032;2250.5;347
2151;5300108999033;1437.0;202
2152;5300108999034;30.0;14
2153;5300108999035;4481.0;612
2154;5300108999036;3158.0;674
2155;5300108999037;2148.0;346
2156;5300108999038;1219.0;192
2157;5300108999039;263.0;43
2158;5300108999040;321.0;80
2159;5300108999041;1829.0;340
2160;5300108999042;2.0;2
2161;5300108999043;381.0;57
2162;5300108999044;152.0;39
2163;5300108999045;642.0;147
2164;5300108999046;130.0;34
2165;5300108999047;246.0;49
2166;5300108999048;261.0;54
2167;5300108999049;91.0;30
2168;5300108999050;945.0;280
2169;5300108999051;1039.0;300
2170;5300108999052;911.0;136
2171;5300108999053;798.0;155
2172;5300108999054;86.0;35
2173;5300108999055;2843.0;556
2174;5300108999056;7933.0;418
2175;5300108999057;492.0;37
2176;5300108999058;331.0;75
2177;5300108999059;17.0;12
2178;5300108999060;945.0;177
2179;5300108999061;925.0;193
2180;5300108999062;1754.0;277
2181;5300108999063;442.0;73
2182;5300108999064;75.0;24
2183;5300108999065;553.0;65
2184;5300108999066;576.0;109
2185;5300108999067;207.0;63
2186;5300108999068;1305.0;165
2187;5300108999069;1704.0;227
2188;5300108999070;42.0;17
2189;5300108999071;320.0;84
2190;5300108999072;146.0;14
2191;5300108999073;514.0;132
2192;5300108999074;29915.0;1253
2193;5300108999075;822.0;186
2194;5300108999076;701.0;132
2195;5300108999077;1536.0;332
2196;5300108999078;8349.0;623
2197;5300108999079;755.0;61
2198;5300108999080;2098.0;278
2199;5300108999081;1591.0;368
2200;5300108999082;2602.0;509
2201;5300108999083;1404.0;324
2202;5300108999084;1770.0;302
2203;5300108999085;955.0;222
2204;5300108999086;707.0;118
2205;5300108999087;652.0;119
2206;5300108999088;288.0;65
2207;5300108999089;284.0;59
2208;5300108999090;1400.0;119
2209;5300108999091;1964.0;257
2210;5300108999092;805.0;122
2211;5300108999093;166.0;49
2212;5300108999094;368.0;96
2213;5300108999095;285.0;81
2214;5300108999096;224.0;38
2215;5300108999097;1501.0;272
2216;5300108999098;256.0;87
2217;5300108999099;341.0;111
2218;5300108999100;392.0;104
2219;5300108999101;309.0;62
2220;5300108999102;4153.0;828
2221;5300108999103;7.0;4
2222;5300108999104;243.0;59
2223;5300108999105;8617.0;990
2224;5300108999106;2236.0;370
