cod_mun;num_est
4101101;322
4102406;483
4106001;128
4106407;987
4111001;75
4113403;80
4116604;37
4117008;131
4121901;192
4123105;49
4123907;243
4124301;58
4126405;148
4106100;55
4107009;138
4107751;104
4109708;422
4111704;37
4112306;48
4119202;69
4126207;82
4102703;35
4103602;455
4111803;639
4112900;65
4121802;258
4124103;836
4104709;227
4109005;81
4112801;187
4120705;123
4122909;34
4124004;61
4125407;69
4126603;280
4127809;152
4128500;288
4101051;27
4103057;48
4103354;76
4103453;227
4104055;46
4104600;144
4104808;4933
4105003;120
4106308;297
4107124;20
4109302;261
4109757;66
4110052;16
4113452;57
4116703;198
4123824;20
4124020;88
4127858;100
4105300;218
4108304;3831
4110953;108
4115606;231
4115804;751
4116059;168
4121257;32
4124053;246
4125704;456
4126355;38
4128559;124
4102000;565
4107157;56
4107538;92
4108205;99
4108809;435
4110656;12
4112751;95
4114609;1049
4115358;110
4115853;80
4117222;136
4117453;58
4117909;651
4118451;99
4120853;79
4123501;328
4125456;36
4125753;54
4127403;272
4127700;2125
4127957;98
4110706;755
4113908;163
4121505;111
4122008;109
4107736;43
4108957;34
4110102;364
4110508;198
4111407;83
4120606;454
4127007;116
4101309;38
4125100;97
4125605;540
4102901;235
4106803;128
4108502;215
4118600;66
4118709;66
4120309;77
4128203;1060
4101002;179
4102752;24
4104501;231
4119004;83
4119806;114
4120358;111
4121406;306
4123808;115
4102604;153
4103024;13
4103156;14
4106571;42
4107207;602
4107405;69
4107850;31
4108403;1332
4114351;7
4115408;162
4116950;30
4117255;103
4119251;7
4121604;93
4122800;52
4123006;158
4124400;249
4125209;129
4128609;90
4103222;38
4105409;305
4106506;336
4111209;116
4115309;114
4118501;1619
4124806;138
4126272;45
4126652;18
4128708;106
4300109;238
4306700;37
4308003;132
4308409;100
4310751;24
4313102;93
4315503;297
4318432;57
4320651;35
4302907;218
4306379;42
4310538;61
4311106;162
4312104;63
4313037;86
4316907;4476
4319125;28
4319406;285
4319604;451
4319802;178
4321493;20
4323457;46
4304655;12
4310553;49
4311130;22
4311205;396
4314472;33
4315321;23
4317400;897
4322202;439
4322376;19
4303004;1535
4305132;56
4313391;27
4313953;215
4314027;60
4314076;56
4315701;509
4301008;437
4302402;164
4302451;70
4304614;9
4304697;28
4305587;23
4305835;6
4306205;180
4306759;16
4306809;529
4307807;671
4308078;51
4308433;15
4310363;76
4311403;1947
4312054;77
4312609;136
4313003;59
4314159;102
4315131;26
4315156;48
4315453;27
4315800;157
4316758;102
4320453;25
4320859;29
4321303;406
4321451;599
4321626;11
4322855;23
4323770;14
4301206;132
4304200;346
4307815;20
4309159;20
4309571;9
4309753;29
4311239;7
4312153;55
4314068;21
4316808;2284
4320263;28
4320677;68
4320701;273
4322533;60
4322608;1003
4322707;234
4300851;45
4301909;174
4303509;910
4305173;52
4305447;10
4306502;72
4320354;68
4321105;296
4304408;770
4306403;484
4309100;1361
4310108;670
4310801;370
4311627;52
4312476;78
4313201;539
4314423;106
4315149;41
4315750;51
4316006;333
4316956;51
4321204;903
4321709;534
4300570;28
4301651;78
4302352;288
4302659;79
4304689;105
4308102;285
4309555;58
4311643;13
4311791;35
4312401;1009
4314035;53
4314753;33
4314803;396
4316501;158
4318481;57
4318614;14
4319356;63
4319505;452
4319752;49
4322251;68
4322541;80
4301057;99
4301636;54
4304630;1174
4304671;88
4304713;30
4305454;141
4306551;16
4310330;185
4310652;12
4311734;7
4311775;76
4312443;21
4312500;229
4313508;754
4313656;175
4317608;598
4321352;40
4321436;125
4321501;825
4321600;619
4321667;189
4321832;12
4323804;221
4300604;906
4300877;47
4303103;1609
4303905;1153
4304606;3929
4306767;279
4307609;700
4307708;1112
4309050;141
4309209;2177
4309308;912
4311981;38
4313060;223
4313375;188
4313409;5883
4314050;560
4314902;35989
4318705;3070
4319901;1306
4320008;1044
4320552;46
4323002;1390
4301107;191
4301750;23
4302709;239
4305355;319
4308805;94
4312252;93
4318408;302
4322004;350
4322525;15
4300802;335
4302105;2871
4302253;26
4304804;484
4305108;9359
4305934;3
4305959;55
4307864;54
4307906;1507
4308201;785
4308607;833
4312385;52
4313086;39
4313359;58
4314530;1
4317251;35
4319000;454
4322806;606
4323309;74
4300661;32
4300703;87
4301404;168
4306452;45
4309258;21
4309407;618
4310306;67
4310579;7
4312351;19
4312757;42
4312807;95
4312906;189
4313300;650
4314001;225
4315172;53
4315206;53
4318440;53
4319711;22
4320404;251
4322350;15
4323606;15
4302303;234
4303608;129
4303673;53
4304622;5
4307401;78
4310439;153
4311122;69
4311304;594
4312377;15
4312617;41
4314464;9
4318200;388
4318622;48
4322509;1325
4300471;10
4301958;33
4302154;35
4304705;1316
4305157;18
4305306;207
4305850;22
4310850;27
4311429;7
4312955;33
4313490;16
4313706;642
4314456;29
4316428;6
4317756;31
4318457;10
4319364;4
4320107;498
4303301;89
4303707;97
4305207;287
4309506;129
4312179;13
4315107;161
4316303;79
4316477;23
4319307;67
4319372;53
4320578;16
4300554;20
4302220;19
4302238;14
4304101;34
4306106;1146
4307500;315
4308458;136
4310009;415
4310876;7
4311155;108
4315354;76
4316436;53
4316451;143
4316709;225
4300901;114
4301552;55
4301701;99
4301925;11
4302055;4
4303806;97
4304853;7
4305116;19
4306130;6
4306957;37
4306973;37
4307005;2130
4307203;46
4307559;101
4308052;32
4308250;8
4308706;79
4308904;400
4310462;26
4310702;32
4310900;72
4311908;129
4312005;24
4314134;10
4314787;13
4315313;5
4319703;45
4320602;59
4321634;35
4322905;71
4300505;78
4300646;81
4303400;37
4305801;170
4306072;11
4306429;13
4306924;15
4307302;86
4308508;662
4309126;6
4310504;115
4311601;45
4312708;199
4313441;12
4313466;7
4313805;115
4314498;20
4314704;151
4315552;8
4315909;119
4316204;80
4320206;142
4321329;31
4321857;49
4321956;48
4323101;30
4323507;26
4300208;130
4300455;43
4301503;131
4302584;19
4305405;74
4305702;110
4305871;29
4305900;97
4310207;1623
4310413;18
4313334;18
4313904;684
4314308;103
4317806;279
4319737;11
4305603;71
4311270;32
4312658;384
4320305;137
4321006;281
4321469;25
4323200;73
4300059;46
4303558;32
4304903;249
4304952;48
4305371;16
4305504;85
4305975;66
4306304;76
4307054;82
4308854;25
4309902;114
4311809;724
4312138;37
4312625;12
4312674;20
4314100;3978
4314779;53
4316105;167
4316733;8
4317558;17
4318051;99
4320503;105
4320909;388
4322558;32
4323358;16
4323408;85
4301800;81
4303202;34
4309803;97
4311700;74
4312203;64
4313607;49
4316600;294
4317954;15
4318424;70
4318606;165
4322186;11
4300307;79
4304309;96
4310405;96
4313425;32
4315008;75
4315057;33
4315073;13
4317202;1298
4317905;286
4318499;27
4321808;508
4322103;131
4322301;139
4302501;127
4305009;181
4306353;21
4306932;134
4307831;47
4309001;409
4314555;22
4315958;10
4317509;1395
4317707;144
4318903;627
4319158;114
4319208;55
4320321;15
4322343;4
4323754;19
4302006;94
4308300;83
4309951;38
4311254;18
4312427;25
4318465;32
4320800;631
4322152;18
4301859;13
4302204;156
4302378;23
4302600;29
4304002;88
4306007;206
4306320;10
4306734;72
4307450;14
4309605;343
4309704;101
4312302;28
4313011;31
4315404;42
4319109;124
4320230;54
4321402;195
4321477;48
4321907;563
4323705;33
4301305;347
4307104;136
4311007;601
4314175;33
4305439;205
4315602;2383
4317301;671
4318507;143
4301073;4
4304507;515
4304663;160
4305124;69
4306056;93
4312450;84
4314209;137
4314407;5142
4318804;615
4322327;28
4300638;33
4302808;613
4304358;89
4306908;362
4314506;231
4314605;256
4317004;58
4316402;715
4316972;16
4317103;1619
4318309;1100
4300034;59
4301602;1866
4306601;937
4309654;39
4311502;214
4300406;1554
4301875;41
4308656;27
4310603;611
4311718;27
4311759;92
4315305;461
4318002;1055
4318101;211
4322400;2163
4201208;102
4202305;534
4205407;10598
4206009;116
4211900;1294
4212304;89
4215703;297
4216602;3763
4217253;43
4200606;49
4200705;123
4201109;40
4214300;50
4215901;40
4200903;58
4203709;203
4209805;17
4210209;27
4211504;196
4216305;388
4218004;503
4202131;26
4203808;861
4207908;108
4208104;228
4210100;897
4210308;77
4211108;93
4212205;267
4213609;466
4215679;35
4218251;46
4218301;162
4201307;138
4202057;61
4204509;259
4205803;240
4206504;512
4208450;158
4208906;2695
4209102;8320
4210605;247
4216206;577
4217402;193
4203303;186
4215000;795
4215802;1453
4200507;47
4200556;25
4202578;11
4203105;114
4203501;168
4204103;42
4204202;3549
4204350;52
4204400;180
4204707;220
4204756;15
4205357;9
4205431;28
4206652;52
4207759;35
4207858;11
4208955;17
4210506;425
4210902;76
4211405;106
4211454;35
4211652;29
4212106;237
4212908;356
4213153;33
4214201;137
4215356;17
4215687;7
4215695;6
4215752;9
4216008;205
4216909;391
4217154;12
4217303;151
4217550;56
4217758;24
4217956;3
4218855;25
4200754;14
4201273;44
4201653;14
4204301;1469
4207601;55
4207700;123
4207809;197
4208005;103
4209854;75
4211876;7
4212601;57
4213104;102
4213906;10
4217501;309
4219606;61
4200408;188
4201604;117
4203006;1213
4203154;28
4203907;415
4204004;231
4205209;67
4205506;593
4206702;215
4206751;15
4206801;66
4207577;46
4208609;51
4209003;1001
4209201;53
4209706;144
4210035;128
4210050;18
4210704;33
4211801;126
4213005;70
4214409;90
4215406;105
4217907;159
4218509;143
4219176;84
4219309;1092
4200804;91
4202081;11
4202099;8
4202156;15
4204905;128
4205001;186
4206405;187
4206603;112
4207650;164
4208401;295
4211009;135
4212007;88
4212239;35
4214151;18
4215075;56
4215208;54
4215554;23
4216255;106
4216701;279
4217204;875
4218756;71
4200101;233
4202537;26
4204459;15
4205175;10
4205308;181
4205605;46
4207684;50
4209177;11
4209458;16
4210555;27
4211850;33
4212270;61
4213401;234
4216107;203
4219101;75
4219507;1058
4219705;492
4201000;113
4202438;25
4202503;96
4202602;175
4203402;84
4203253;37
4204152;17
4204178;15
4204558;180
4209300;3063
4211751;265
4211892;17
4212056;20
4215059;20
4216503;595
4216800;68
4218905;173
4218954;32
4200051;12
4202875;14
4203600;573
4204806;844
4205555;14
4211058;125
4213302;77
4213351;51
4215505;245
4216057;59
4219150;19
4219853;21
4201406;1165
4201950;50
4202073;59
4205191;17
4208708;131
4210407;100
4210803;108
4211256;24
4212254;34
4213807;95
4215653;75
4216404;63
4217709;479
4218103;61
4218806;233
4204251;244
4204608;3944
4205456;211
4207007;698
4209607;193
4211207;350
4211603;241
4217600;177
4218350;24
4219002;322
4201505;130
4202800;643
4203956;184
4205704;291
4206108;91
4206207;211
4207205;74
4207304;544
4208807;211
4209409;655
4211702;471
4212403;56
4214904;75
4215455;161
4215604;30
4217006;191
4217105;55
4218400;105
4218707;2417
4201257;137
4201703;153
4202206;207
4202404;7026
4202701;71
4202909;2736
4205159;69
4205902;1115
4206306;245
4207502;1186
4210001;243
4213203;569
4214706;197
4215109;301
4218202;898
4202008;3348
4202107;290
4202453;298
4203204;420
4207106;155
4208203;3439
4208302;1042
4211306;467
4212502;268
4212809;214
4213500;208
4216354;42
4200200;187
4201802;49
4204194;10
4207403;72
4208500;382
4212700;86
4219200;71
4200309;64
4201901;56
4202859;51
4205100;67
4206900;378
4209151;64
4209508;137
4209904;144
4210852;31
4213708;200
4214003;244
4214102;16
4214508;75
4214607;129
4214805;1615
4215307;148
4217808;352
4218608;147
4219358;53
4219408;42
