;AP;num_employees_clt;num_firms
476;2611606999016;3782;589
477;2611606999017;1153;222
478;2611606999018;241;117
479;2611606999019;157;142
480;2611606999020;1717;273
481;2611606999021;325;200
482;2611606999022;1343;144
483;2611606999023;1021;171
484;2611606999024;6653;1025
485;2611606999025;3056;568
486;2611606999026;2152;592
487;2611606999027;5322;840
488;2611606999028;3183;559
489;2611606999029;9002;1476
490;2611606999030;7376;915
491;2611606999031;936;185
492;2611606999032;1451;357
493;2611606999033;6519;1306
494;2611606999034;4999;595
495;2611606999035;2787;555
496;2611606999036;191;140
497;2611606999037;4571;341
498;2611606999038;2882;371
499;2611606999039;4329;392
500;2611606999040;2477;554
501;2611606999041;20492;3309
502;2611606999042;5351;785
503;2611606999043;16796;3038
504;2611606999044;6036;1238
505;2611606999045;10789;1391
506;2611606999046;5407;785
507;2611606999047;3265;534
508;2611606999048;1916;400
509;2611606999049;2542;505
510;2611606999050;86;91
511;2611606999051;3576;675
512;2611606999052;468;163
513;2611606999053;708;237
514;2613701001001;1420;654
515;2613701001002;725;168
516;2613701001003;747;59
517;2613701001004;309;83
518;2702207001001;29;32
519;2704302999001;3865;542
520;2704302999002;2342;623
521;2704302999003;534;407
522;2704302999004;998;566
523;2704302999005;5016;817
524;2704302999006;30651;5353
525;2704302999007;1065;412
526;2704302999008;837;207
527;2704302999009;249;128
528;2704302999010;3149;794
529;2704302999011;1225;554
530;2704302999012;8129;1499
531;2704302999013;869;363
532;2704302999014;1434;559
533;2704302999015;6834;1014
534;2704302999016;898;36
535;2704302999017;2564;963
536;2704302999018;10839;2217
537;2704302999019;2614;616
538;2704302999020;581;469
539;2704302999021;5783;1218
540;2704302999022;2123;235
541;2704302999023;5258;964
542;2704302999024;666;291
543;2707701001001;10194;736
544;2707909001001;106;57
545;2708907001001;658;143
546;2800308999001;19524;4050
547;2800308999002;11443;2307
548;2800308999003;5912;601
549;2800308999004;4756;845
550;2800308999005;5650;814
551;2800308999006;3245;370
552;2800308999007;831;165
553;2800308999008;1332;318
554;2800308999009;2997;447
555;2800308999010;3179;523
556;2800308999011;7736;1251
557;2800308999012;2326;469
558;2800308999013;256;73
559;2800308999014;7031;670
560;2800308999015;1231;357
561;2800308999016;2466;382
562;2800308999017;256;134
563;2800308999018;702;42
564;2800308999019;513;95
565;2800308999020;2887;373
566;2800308999021;4154;403
567;2800308999022;252;81
568;2800605001001;2743;176
569;2803609001001;2294;210
570;2804003001001;1098;152
571;2804805001001;554;219
572;2804805001002;95;50
573;2804805001003;146;33
574;2804805001004;5100;647
575;2804805001005;624;210
576;2804805001006;23;20
577;2806701001001;7265;860
578;2905701001001;1208;371
579;2905701001002;1486;388
580;2905701001003;3641;914
581;2905701001004;8442;2505
582;2905701001005;17516;630
583;2905701501001;791;139
584;2905701502001;0;5
585;2906501001001;7417;1733
586;2910057001001;12253;1603
587;2910800999001;1004;325
588;2910800999002;846;461
589;2910800999003;1034;349
590;2910800999004;685;268
591;2910800999005;2771;1161
592;2910800999006;3659;1303
593;2910800999007;13459;4608
594;2910800999008;4378;393
595;2910800999009;1021;270
596;2910800999010;413;171
597;2910800999011;2708;820
598;2910800999012;1249;539
599;2910800999013;3001;863
600;2910800999014;6166;1515
601;2910800999015;2597;828
602;2910800999016;1387;474
603;2910800999017;2210;688
604;2910800999018;22;8
605;2910800999019;48;21
606;2913606999001;10109;3056
607;2913606999002;1274;388
608;2913606999003;790;259
609;2913606999004;620;137
610;2913606999005;945;310
611;2913606999006;952;504
612;2913606999007;393;245
613;2913606999008;2;6
614;2914802999001;14008;3771
615;2914802999002;2794;676
616;2914802999003;894;542
617;2914802999004;3587;944
618;2914802999005;989;390
619;2914802999006;237;190
620;2914802999007;1096;537
621;2914802999008;43;87
622;2914802999009;998;439
623;2914802999010;566;255
624;2916104001001;511;277
625;2918407001005;16403;4789
626;2918407001099;50;1
627;2919207001001;37750;4655
628;2919207001002;1865;470
629;2919207001003;542;227
630;2919207001004;4489;869
631;2919207001005;7426;316
632;2919926001001;740;318
633;2921005001001;4018;684
634;2927408999001;186;135
635;2927408999002;5040;733
636;2927408999003;1480;295
637;2927408999004;40;50
638;2927408999005;2947;982
639;2927408999006;2385;468
640;2927408999007;1406;635
641;2927408999008;119;83
642;2927408999009;3668;501
643;2927408999010;5269;943
644;2927408999011;2663;667
645;2927408999012;10786;2739
646;2927408999013;469;268
647;2927408999014;4069;834
648;2927408999015;8088;1129
649;2927408999016;7668;1400
650;2927408999017;30745;4280
651;2927408999018;16071;3626
652;2927408999019;312;93
653;2927408999020;712;406
654;2927408999021;6620;1320
655;2927408999022;8019;1660
656;2927408999023;10628;2089
657;2927408999024;6978;1577
658;2927408999025;2860;574
659;2927408999026;4684;737
660;2927408999027;4246;592
661;2927408999028;4045;686
662;2927408999029;13418;1378
663;2927408999030;3070;448
664;2927408999031;722;230
665;2927408999032;791;167
666;2927408999033;1078;250
667;2927408999034;709;328
668;2927408999035;26422;7195
669;2927408999036;26666;5123
670;2927408999037;7974;2332
671;2927408999038;3551;663
672;2927408999039;2962;518
673;2927408999040;3399;648
674;2927408999041;470;227
675;2927408999042;556;146
676;2927408999043;259;190
677;2927408999044;1267;222
678;2927408999045;159;149
679;2927408999046;82;61
680;2927408999047;1038;482
681;2927408999048;547;269
682;2927408999049;149;94
683;2927408999050;639;198
684;2927408999051;7447;953
685;2927408999052;2281;247
686;2927408999053;471;213
687;2927408999054;540;283
688;2927408999055;4733;834
689;2927408999056;5952;906
690;2927408999057;1671;144
691;2927408999058;1002;375
692;2927408999059;544;258
693;2927408999060;304;117
694;2927408999061;11778;1586
695;2927408999062;4617;1059
696;2927408999063;1900;783
697;2927408999064;2875;663
698;2927408999065;1593;389
699;2927408999066;6422;806
700;2927408999067;11463;2531
701;2927408999068;6519;646
702;2927408999069;5757;670
703;2927408999070;6636;512
704;2927408999071;2911;355
705;2927408999072;3506;347
706;2927408999073;3246;207
707;2927408999074;3782;765
708;2927408999075;3893;336
709;2927408999076;158;120
710;2927408999077;571;319
711;2927408999078;1917;491
712;2927408999079;1174;611
713;2927408999080;822;124
714;2927408999081;1985;622
715;2927408999082;382;106
716;2927408999083;599;187
717;2927408999084;261;160
718;2927408999085;851;352
719;2927408999086;205;140
720;2927408999087;75;51
721;2927408999088;0;4
722;2929206001001;5348;534
723;2929503001001;2023;587
724;2930709001001;21766;2862
725;2930709001002;1130;129
726;3106200999001;3962;1836
727;3106200999002;20851;3841
728;3106200999003;16876;3172
729;3106200999004;983;318
730;3106200999005;11457;2476
731;3106200999006;110263;21306
732;3106200999007;23461;4475
733;3106200999008;1468;616
734;3106200999009;5049;1228
735;3106200999010;2959;1609
736;3106200999011;6907;1422
737;3106200999012;4996;1327
738;3106200999013;282;131
739;3106200999014;8299;2151
740;3106200999015;3293;631
741;3106200999016;210;143
742;3106200999017;1536;529
743;3106200999018;12348;1856
744;3106200999019;603;459
745;3106200999020;5254;1081
746;3106200999021;3335;1491
747;3106200999022;17416;3991
748;3106200999023;15122;1818
749;3106200999024;21611;4278
750;3106200999025;4615;1623
751;3106200999026;6839;2161
752;3106200999027;305;154
753;3106200999028;1403;266
754;3106200999029;18930;2758
755;3106200999030;16939;3019
756;3106200999031;951;552
757;3106200999032;805;342
758;3106200999033;14246;1353
759;3106200999034;2379;1016
760;3106200999035;930;492
761;3106200999036;1555;282
762;3106200999037;8037;1006
763;3106200999038;24146;4124
764;3106200999039;7810;1268
765;3106200999040;2834;1016
766;3106200999041;2204;765
767;3106200999042;3270;806
768;3106200999043;2389;849
769;3106200999044;7238;1542
770;3106200999045;8141;1462
771;3106200999046;498;196
772;3106200999047;8777;1895
773;3106200999048;9974;1678
774;3106200999049;19022;3397
775;3106200999050;11485;1782
776;3106200999051;2590;673
777;3106200999052;9006;1634
778;3106200999053;2255;706
779;3106200999054;110093;14561
780;3106200999055;9571;2221
781;3106200999056;439;65
782;3106200999057;3455;898
783;3106200999058;5092;1259
784;3106705001001;163;100
785;3106705001002;278;143
786;3106705001003;364;116
787;3106705001004;845;313
788;3106705001005;2422;318
789;3106705001006;3056;362
790;3106705001007;4615;143
791;3106705001008;163;111
792;3106705001009;16084;2521
793;3106705001010;13659;462
794;3106705001011;1745;582
795;3106705001012;3870;323
796;3106705001013;9199;1349
797;3109006001001;3003;941
798;3110004001001;2455;1295
799;3112505001001;657;342
800;3115904001001;228;119
801;3117876001001;712;185
802;3118601001001;4934;618
803;3118601001002;1026;431
804;3118601001003;3338;762
805;3118601001004;9757;837
806;3118601001005;1889;572
807;3118601001006;774;342
808;3118601001007;2437;540
809;3118601001008;1978;430
810;3118601001009;733;206
811;3118601001010;470;262
812;3118601001011;166;120
813;3118601001012;2736;925
814;3118601001013;1363;630
815;3118601001014;5427;683
816;3118601001015;930;364
817;3118601001016;2197;285
818;3118601001017;9028;1043
819;3118601002001;4171;950
820;3118601002002;2617;813
821;3118601002003;2975;561
822;3118601002004;3858;811
823;3118601002005;2527;824
824;3118601002006;7806;671
825;3118601002007;1833;696
826;3118601002008;4617;836
827;3118601002009;4026;1121
828;3118601002010;709;419
829;3118601002011;18861;1413
830;3119401501001;7797;2263
831;3119401502001;2302;1212
832;3124104001001;3110;1370
833;3129806501001;4895;1183
834;3129806502001;759;499
835;3130101001001;2209;829
836;3131158001001;938;259
837;3131307001001;7630;2583
838;3131307001002;5450;846
839;3131307001003;1044;477
840;3131307001004;15074;928
841;3131307001005;6582;1206
842;3131307001006;394;197
843;3131307002001;774;283
844;3131307002002;3381;816
845;3131307002003;382;258
846;3131307002004;2025;842
847;3136652001001;2049;489
848;3136702001001;4734;1948
849;3136702001002;4946;1077
850;3136702001003;1132;480
851;3136702001004;878;441
852;3136702001005;456;346
853;3136702001006;364;345
854;3136702001007;2144;959
855;3136702001008;11848;2961
856;3136702001009;8470;2186
857;3136702001010;663;347
858;3136702001011;20816;4959
859;3136702001012;1285;427
860;3136702001013;882;628
861;3136702001014;916;536
862;3136702001015;3670;871
863;3136702001016;3390;841
864;3136702001017;3040;1185
865;3136702001018;2779;883
866;3136702001019;1158;378
867;3136702001020;322;263
868;3136702001021;3986;803
869;3136702001022;655;242
870;3136702001023;1845;761
871;3136702001024;5489;683
872;3137601001001;4802;1529
873;3140159001001;311;160
874;3140704001001;2767;1000
875;3140803001001;1910;533
876;3141108001001;5158;1188
877;3144805001001;18333;3195
878;3149309001001;8525;2224
879;3153608001001;1110;400
880;3153905001001;168;252
881;3154606001001;592;427
882;3154606001002;1481;339
883;3154606001003;2319;570
884;3154606001004;260;245
885;3154606002001;1514;358
886;3154606002002;129;111
887;3154606002003;187;160
888;3154606002004;217;133
889;3154606002005;2001;327
890;3154606002006;167;134
891;3154804001001;2153;2708
892;3156700501001;6163;1169
893;3156700502001;1862;835
894;3157807001001;3283;885
895;3157807001002;2395;475
896;3157807001003;1393;114
897;3157807002001;347;250
898;3157807002002;2255;584
899;3157807002003;46;101
900;3157807002004;2526;209
901;3157807002005;492;204
902;3158953001001;972;354
903;3162922001001;2062;417
904;3162955001001;1338;444
905;3165537001001;930;297
906;3167202001001;1525;471
907;3167202001002;12600;3523
908;3167202001003;1946;555
909;3167202001004;5141;346
910;3167202001005;1161;593
911;3167202001006;5073;1331
912;3167202001007;512;410
913;3167202001008;2109;598
914;3168705001001;11276;2815
915;3170206001001;798;328
916;3170206001002;260;164
917;3170206001003;3552;909
918;3170206001004;2257;517
919;3170206001005;1224;653
920;3170206001006;1063;731
921;3170206001007;7929;1940
922;3170206001008;5069;399
923;3170206001009;9193;2527
924;3170206001010;9725;1035
925;3170206001011;14690;4266
926;3170206001012;8088;2311
927;3170206001013;8826;2516
928;3170206001014;1493;601
929;3170206001015;3445;1073
930;3170206001016;435;380
931;3170206001017;162;198
932;3170206001018;662;490
933;3170206001019;467;244
934;3170206001020;1528;527
935;3170206001021;667;265
936;3170206001022;365;342
937;3170206001023;6978;991
938;3170206001024;2338;692
939;3170206001025;250;164
940;3170206001026;4726;377
941;3170206001027;4319;500
942;3171204001001;5959;1485
943;3201308001001;2065;105
944;3201308001002;70;61
945;3201308001003;6770;851
946;3201308001004;1475;506
947;3201308001005;46;52
948;3201308002001;1211;411
949;3201308002002;614;306
950;3201308002003;2446;490
951;3201308002004;1029;349
952;3201308002005;364;171
953;3201308002006;628;268
954;3201308002007;1323;562
955;3201308002008;1431;491
956;3201308002009;4351;1506
957;3201308002010;3571;641
958;3202405001001;5516;2154
959;3202405001002;1288;707
960;3202405001003;1463;740
961;3202405001004;2719;981
962;3202405001005;212;92
963;3205002999001;2056;308
964;3205002999002;2181;712
965;3205002999003;3514;603
966;3205002999004;901;394
967;3205002999005;647;266
968;3205002999006;394;193
969;3205002999007;610;247
970;3205002999008;1182;640
971;3205002999009;2512;793
972;3205002999010;18291;2437
973;3205002999011;13626;1640
974;3205002999012;2738;654
975;3205101001001;5995;929
976;3205200999001;6338;1131
977;3205200999002;1554;723
978;3205200999003;775;202
979;3205200999004;7570;2536
980;3205200999005;7719;2705
981;3205200999006;507;219
982;3205200999007;2330;857
983;3205200999008;1235;705
984;3205200999009;1304;526
985;3205200999010;2566;875
986;3205200999011;1674;384
987;3205200999012;1414;461
988;3205200999013;989;161
989;3205200999014;953;302
990;3205200999015;6220;1359
991;3205200999016;2467;651
992;3205200999017;1792;254
993;3205200999018;1153;337
994;3205200999019;2739;669
995;3205309999001;22588;4542
996;3205309999002;3399;715
997;3205309999003;14845;3185
998;3205309999004;6115;1522
999;3205309999005;28823;6639
1000;3205309999006;23344;5055
1001;3205309999007;4410;199
1002;3205309999008;3111;265
1003;3300308001005;10009;2265
1004;3300308001099;833;186
1005;3300407001001;287;180
1006;3300407001002;1936;770
1007;3300407001003;2211;301
1008;3300407001004;2404;301
1009;3300407001005;557;150
1010;3300407001006;7884;1883
1011;3300407001007;4850;645
1012;3300407001008;1567;795
1013;3300456999001;4689;1063
1014;3300456999002;429;198
1015;3300456999003;1578;404
1016;3300456999004;499;179
1017;3300456999005;119;137
1018;3300456999006;139;97
1019;3300456999007;193;139
1020;3300456999008;279;144
1021;3300456999009;1456;211
1022;3300456999010;397;124
1023;3300456999011;308;187
1024;3300456999012;140;112
1025;3300456999013;256;234
1026;3300456999014;108;69
1027;3300456999015;545;391
1028;3300456999016;285;117
1029;3300456999017;342;116
1030;3300456999018;163;98
1031;3300456999019;387;140
1032;3300456999020;306;194
1033;3301009999001;0;1
1034;3301009999006;1895;442
1035;3301009999007;1713;161
1036;3301009999008;847;240
1037;3301009999009;3900;503
1038;3301009999010;5058;862
1039;3301009999011;17728;4422
1040;3301009999012;1375;208
1041;3301009999013;3612;652
1042;3301009999014;1724;638
1043;3301009999015;1204;420
1044;3301009999016;961;305
1045;3301009999017;2092;377
1046;3301009999018;1583;351
1047;3301009999019;1096;193
1048;3301009999020;1709;274
1049;3301009999021;130;70
1050;3301009999022;556;280
1051;3301702999001;11509;790
1052;3301702999002;2068;211
1053;3301702999003;164;88
1054;3301702999004;8323;860
1055;3301702999005;942;365
1056;3301702999006;834;272
1057;3301702999007;8332;723
1058;3301702999008;10515;1733
1059;3301702999009;1501;312
1060;3301702999010;483;144
1061;3301702999011;1971;424
1062;3301702999012;408;178
1063;3301702999013;1386;91
1064;3301702999014;235;152
1065;3301702999015;188;133
1066;3301702999016;460;159
1067;3301702999017;203;101
1068;3301702999018;770;246
1069;3301702999019;657;173
1070;3301702999020;159;117
1071;3301702999021;553;185
1072;3301702999022;1606;314
1073;3301702999023;301;187
1074;3301702999024;2452;264
1075;3301702999025;1160;288
1076;3301702999026;620;91
1077;3301702999027;194;99
